,id,text,botornot
8737,2718164052,"""RT @ReportUK: Jeremy Corbyn to force early general election as Labour leader berates ludicrous May... https://t.co/hYjqjRg7Dv""",1
14300,3591242653,"""RT @THemingford: Should the Tories stand down with immediate effect? \n\nPlease RT for wider response""",1
21837,79769567,"""RT @Harryslaststand: #corbyn convinces me more and more that there will be a  Labour govt before I turn 95 next Feb. #QueensSpeech""",1
19014,723251650174017536,"""RT @PeoplesMomentum: Spread the word! 📢\n#GE2017 https://t.co/XUmobI7Nbc""",1
12549,325225209,"""RT @nw_nicholas: C4 apparently has evidence of Tory election fraud. Broadcasts it after Tories win election.""",1
5436,21352313,"""RT @WarwickHunt4: Well, considering they voted against making tenancies fit for human habitation I wouldnt expect their tenants fi… """,1
13331,3346326105,"""RT @DerbyChrisW: The Jeremy Corbyn phenomenon continues to gather pace. \nHelp get him into Downing Street by joining Labour today.  https:/…""",1
16373,489315806,"""RT @jeremycorbyn: We’ve had a surge of new members since polling day as support for our policies to transform Britain grows. Join us… """,1
611,115182311,"""RT @guardiannews: ‘Back soft Brexit,’ unions urge Labour https://t.co/mIAkmJk0TY""",1
14372,3634814656,"""RT @jeremyforlab: Lets give a round of applause to @chelleryn99, who was one of the folks who put democratic pressure on MPs to back… """,1
22173,82087205,"""RT @W4mediaUK: Yesterday at Royal Ascot the growing support for Jeremy Corbyn could clearly be heard. #TimesAreChanging #JC4PM… """,1
24710,873465869350862850,"""RT @xtc_uk: and all of those who mocked the return to the 1970s w/ Jeremy Corbyn .. #itswhattheywant https://t.co/CdSlUhNI7m""",1
15137,420326282,"""RT @LondonEconomic: Tories Embroiled in New Election Law Breach Scandal https://t.co/lOOdRyszIX via @LondonEconomic""",1
12754,325688284,"""RT @Dumptrump1939: @Nigel_Farage @jeremycorbyn As for the Beeb, theyre treatment of Corbyn has been horrific compared to that of Ther… """,1
25066,874546010311229441,"""RT @Brexit_Newz: Jeremy Corbyn is now more popular than Theresa May https://t.co/mIGIlUFdQw https://t.co/2PxuNwa0HF""",1
24318,870265797024919552,"""RT @kitsunecass: theresa may got her marching orders #Radiohead https://t.co/LOXc45Kg8N""",1
26311,89780120,"""https://t.co/bX5A6DNRkG   @aintcricket   Please  RT""",1
18029,636188854,"""RT @NotTheToryPress: Happy #ArmedForcesDay from the Tory Party.\n#CutsHaveConsequences https://t.co/2HJFYAtQhm""",1
3223,1581630032,"""RT @penkymax: Me and @OneTenTwelve #Penkydog never once doubted him Never Once We cant wait till @jeremycorbyn is our… """,1
11672,310535567,"""RT @SocialistVoice: Tories are less intelligent than left-wingers - and right-wing politics lead people to be racist, says study https://t.…""",1
6024,2276527577,"""RT @ThatTimWalker: Interesting Im not seeing this on the TV news bulletins: presumably not patriotic news? https://t.co/c3djP2sAzQ""",1
16607,492692385,"""RT @jeremycorbyn: We’ve had a surge of new members since polling day as support for our policies to transform Britain grows. Join us… """,1
19843,739118222,"""RT @BolshieBear: And better still FUCK OFF my TL!! https://t.co/fayQHt1btS""",1
15764,4583248217,"""RT @gaurangmorjaria: Wow!! Chants of O Jeremy Corbyn during Radio Head gig at Glastonbury Festival! #Glastonbury @radiohead #forthemany h…""",1
21892,798516085796536321,"""RT @CarbonisedPleb: TORIES OUT:\nPROTEST London Saturday 1 July\n#ToriesOut #JC4PM #OhJeremyCorbyn\n#Glastonbury2017 Make the Protest huge… """,1
14578,389516094,"""RT @MichaelH14: Jeremy Corbyn just destroyed Donald Trump in front of tens of thousands at Glastonbury https://t.co/S8KMY9bAYj""",1
337,1108577893,"""RT @GlouthGraham: Like the Union Jack and St Georges cross, the word patriot has been hijacked by the alt right. Now tories are us… """,1
24129,860502653675110400,"""RT @DJMHarland: Progress members at #pac17 getting a taste of how they made longstanding Labour members feel in the 90s and early 2000s and…""",1
449,112184737,"""RT @LivEchonews: Watch moment Theresa May is BOOED - and cheered as she leaves Liverpool https://t.co/4BnC9OKisr""",1
16861,53007838,"""RT @Harryslaststand: #corbyn convinces me more and more that there will be a  Labour govt before I turn 95 next Feb. #QueensSpeech""",1
9929,2830150038,"""RT @DancingTheMind: Nothing scares Britain’s vested interests more than a politicised, mobilised population.\n.@OwenJones84 \n\n https://t.c…""",1
5184,21195986,"""RT @JoeBroad2: Jeremy Corbyn LIVE at Glastonbury at 4pm. #lbc #bbcnews https://t.co/YNe4dZPMhX""",1
17521,578340153,"""RT @AaronBastani: To Labour First people still intent on scuppering Corbyn leadership by rigging NEC...why bother? Seems like a very sad ho…""",1
7067,2457769929,"""RT @PeoplesMomentum: Theres a huge task ahead - but never again can anyone say you cant change the world.\n✔ https://t.co/a1MDh6DlnP\n✔… """,1
23629,854293892547710976,"""#GE2017 Welby calls for cross-party talks on Brexit - The Archbishop of Canterbury Justin Welby https://t.co/cFlyVgRY10""",1
21109,768759099387416576,"""RT @EL4JC: It just gets bigger.... Oh, Jeremy Corbyn!! @Stormzy1 conducts the crowd at #Glastonbury https://t.co/6JVo5XQKxP""",1
14949,396011927,"""RT @GuyADJ: Bloody hell: if Raab, Patel and Javid are the Tories golden generation they must be In serious trouble. https://t.co/4SIql1g4…""",1
9633,279176310,"""RT @skwawkbox: Im sure the Scouse wit has been sharpened in readiness! #MayBot #loveLiverpool https://t.co/YxabWbXEh2""",1
11146,30196444,"""RT @ThinkLeftOrg: By Tom O’Leary Under Jeremy Corbyn’s leadership the Labour Party has staged a stunning revival, prevented Theresa... http…""",1
17452,576177906,"""RT @dallo100: The Tory BBC bury every scrap of positive news about Corbyn. When will OFCOM and the BBC Trust step in? https://t.co/7P0YOBtq…""",1
10136,2844025499,"""RT @unitetheunion: ONE week to go | Get set - join the #ToriesOut demo in London next Saturday -  https://t.co/HRxPtO1IFk https://t.co/Euwo…""",1
2583,146422118,"""RT @DerbyChrisW: Just heard @BBCRadio4 news claim that Jeremy Corbyn was greeted with some boos and cheers at Glastonbury  https://t.co/rTA…""",1
10233,2844025499,"""RT @BizPromHOUR: STAND UP!  #ToriesOut #Justice4Grenfell #MayMustGo \nJOIN THE ANTI TORY DEMONSTRATION - 1st JULY #LONDON\n#TRANSPORT… """,1
16728,507523956,"""RT @GlastoFest: Jeremy Corbyn will be at the Festival tomorrow, to speak on the Pyramid Stage at 4pm and at the Left Field at 4.30pm. #Glas…""",1
2416,1452842384,"""RT @politicshome: NEW £10 minimum wage should apply to 16-year-olds, Jeremy Corbyn says: https://t.co/pj7orsCdPN https://t.co/Qy5iMyCICX""",1
10155,2844025499,"""@therealscottlaw JOIN THE ANTI TORY DEMO #ToriesOut #DayOfRage #Justice4Grenfell \nANTI #TORY #DEMONSTRATION 1 #JULY… https://t.co/lVHYxjimLn""",1
13757,340875095,"""RT @TheProgAlliance: Jeremy Corbyn vows to force second election against ludicrous May on @independent https://t.co/blyY6L4Ome https://t.…""",1
1218,1324379436,"""RT @MammothWhale: Hey @OwenJones84, heres Labours economic guru, @RichardJMurphy, explaining the issues of tax when it comes to Hol… """,1
15156,420326282,"""RT @silverrich39: Im ex-Army.Jeremy Corbyn did not snub me! He was at Glastonbury raising the morale of my grandchildren,promising them so…""",1
8362,265198970,"""Maybe she said that because the Tories have killed off more people in 1 year than all the Islamic terrorists put to… https://t.co/l7rB0awSCz""",1
3644,178730312,"""RT @AngelaRayner: Tory ministers in abrupt U-turn over fire safety in schools. We raised this last August....\nhttps://t.co/T7FXB7aoOw""",1
12063,3197149114,"""RT @guardiannews: Jeremy Corbyn calls for unity in Glastonbury speech https://t.co/QRzZgNLWjw""",1
21539,785779700241145856,"""RT @gaurangmorjaria: Lets remind all state of our Police Force under the Tories (from last month at Police Federation, not reported by… """,1
24026,858261808787927040,"""RT @BremainInSpain: Cross-party alliance of MPs forming to defeat Theresa Mays hard Brexit https://t.co/PmoEnD1mpJ""",1
8856,272503369,"""Save you a click. On telly https://t.co/LNCju2Qxfc""",1
15908,464236980,"""RT @alexnunns: 2 years ago it was literally unimaginable that Glastonbury would spontaneously chant Oh Jeremy Corbyn. What times. https:/…""",1
2648,1468292268,"""RT @RTUKnews: LIVE: Jeremy Corbyn gives speech at Glastonbury music festival https://t.co/HGdXrSF9Lw https://t.co/Tc4mMwr4Qx""",1
19236,726099958013792257,"""RT @Corbyn_Power: @jeremycorbyn It just gets bigger.... Oh, Jeremy Corbyn!! @Stormzy1 conducts the crowd at #Glastonbury… """,1
10984,30009703,"""RT @joncstone: Undercover investigation from Channel 4 alleges the Tories paid people to phone canvass for them - which is illegal https://…""",1
13329,3346326105,"""RT @BritishGovWatch: Labour MP Aneurin Bevan spearheaded creation of NHS &amp; was crucial to establishing Welfare System.\n\nA champion of tr… """,1
25911,877043567532834816,"""@ClisbyJamie You tweeted about #GE2017. Tell us more by doing our survey https://t.co/K23JZdJWP8""",1
11016,30009703,"""RT @stox515: They lie. The Tories have a government borrowing tree. In fact the Tory money tree has paid out a national debt of… """,1
21613,790606437529612288,"""RT @jeremycorbyn: Tell your friends, tell your family. Join @UKLabour and let’s get the government we need, #ForTheMany not the few… """,1
8435,265918773,"""@dallo100 Heard absolutely nothing on any tv news media regarding channel 4 tory election fraud them brown envelope… https://t.co/3AP4LOc0QW""",1
14432,363919311,"""RT @MichaelH14: Theresa May heckled with shouts of shame on you after Armed Forces Day parade https://t.co/E3FDwFwejA""",1
21925,798516085796536321,"""RT @SaorAlba59: David Jones led the campaign against the Welsh Government’s move to make sprinklers compulsory in all new homes\nhttps://t.c…""",1
17771,601811894,"""RT @jeremycorbyn: We’ve had a surge of new members since polling day as support for our policies to transform Britain grows. Join us… """,1
423,112184737,"""RT @ToryFibs: Theresa May must guarantee Families, evacuated from Tower Blocks, protection from forced demolition, exemption from BedroomTa…""",1
17516,578340153,"""RT @PeterStefanovi2: In one sentence, Corbyn drops a truth bomb that should have the Tories running for the hills https://t.co/ikRFpBQXb6 v…""",1
9629,279176310,"""RT @DrFrancesRyan: Grenfell victims given bigger homes ‘could be hit by bedroom tax’, say the DWP in actual parody of Tory Britain. https:/…""",1
2802,1502204768,"""RT @adambanksdotcom: I dont believe Jeremy Corbyn was against us. Being against war is probably the best thing you can do for soldiers h…""",1
16585,492692385,"""RT @Independent: Theresa May attacked by fire safety expert over her response to Grenfell Tower https://t.co/WnHuYqALOi https://t.co/yVi5q2…""",1
3582,176087555,"""RT @chunkymark: They tried to fight him off, the One Nation Tories couldnt hold him back... OOOhhhhhhh!! Jeremy Corbyn!!!! https://t.co/8l…""",1
17513,578340153,"""RT @jeremycorbyn: We’ve had a surge of new members since polling day as support for our policies to transform Britain grows. Join us… """,1
9046,2734460614,"""RT @bot_political: independent|Cross-party alliance of MPs forming to defeat Theresa Mays hard Brexit|https://t.co/MLQJT8v4tF https://t.co…""",1
7207,248777189,"""RT @Herbiv4: Not enough. No point in soft-Brexit because EU membership with all the UK opt-outs is the best deal we could eve… """,1
2031,143518712,"""RT @nalaknip: Yeah! Fuck the BBC and their 30+ hours of live coverage over 2 main channels, not to mention endless hours of cover… """,1
8711,270604950,"""RT @PeterStefanovi2: Homelessness almost doubled in England since Tories took power in 2010 https://t.co/c9oCk5ValH""",1
25604,876348129838338048,"""Glastonbury: Jeremy Corbyn inspired by young voters https://t.co/QOhvbwqqfn""",1
7416,2491232172,"""RT @kayaburgess: Pyramid stage was as full as Ive seen it (Beyoncé levels of full) for Jeremy Corbyn, who got quite the reception https://…""",1
8998,2728197467,"""RT @JuliaHB1: Question: If a Tory council puts combustible cladding on a tower block, they dont care about poor people. What about the L…""",1
14551,3675177617,"""RT @inabster: Johnny Vedmore Who Was Theresa Mays Father &amp; Why Is He Being Erased From History https://t.co/Yk4cs9zT7v""",1
696,115182311,"""Another heartless #Corbyn supporter defending the indefensible ...\n\n#Labour continuing with the benefits freeze, a… https://t.co/mJvjt6w2x7""",1
24798,874546010311229441,"""RT @Injury_Claims_: Sadly, yes it is. https://t.co/vIgJeJkNAx""",1
8423,265918773,"""@Antonineone1 @Theredlabourcat I would vote on another general election tomorrow, now to you tory idiots I want ano… https://t.co/bhdbbSkbyo""",1
19888,740521037922734080,"""@andymoz78 Tories are just so stupid and pigheaded, defending the impossible, can admit to their lies.… https://t.co/LeokcocBmW""",1
12589,3254224167,"""RT @Limitless_Josh: Further info on Channel 4s Tory fraud exposure: Conservatives In House Survey Team https://t.co/mxpnGjIrjx""",1
24827,874546010311229441,"""RT @LefterThanLenin: like Ive always said capitalism + austerity almost always results in a socialist movement. The Tories are split op… """,1
17241,552247360,"""RT @snmccolgan: Its not the fault of a fridge freezer  that Grenfell went up like a tinder box/Tories MSM desparate to shift blame from the…""",1
6264,2345690571,"""RT @mrmarksteel: My column on the kind Tory MP, who called Corbyn a Marxist, for saying fire survivors should move into empty houses https:…""",1
15752,4583248217,"""RT @Mr_JDTraynor: @HarrietHarman @ProgressOnline @UKLabour Just another right-wing think-tank tasked with trying to ensure Labour doe… """,1
17361,55602088,"""RT @skwawkbox: Im sure the Scouse wit has been sharpened in readiness! #MayBot #loveLiverpool https://t.co/YxabWbXEh2""",1
24801,874546010311229441,"""RT @DailyMirror: Tory health minister says consumerist Brits are to blame for problems in NHS  because they expect too much… """,1
16443,489315806,"""RT @imagine_2017: #Glastonbury2017: #JeremyCorbyn says another world is possible. https://t.co/WQHhRqR0NW #JC4PM #JoinLabour https://t.…""",1
10202,2844025499,"""JOIN THE ANTI TORY DEMO #ToriesOut #DayOfRage #Justice4Grenfell \nANTI #TORY #DEMONSTRATION 1 #JULY #LONDON \n#TRAVEL… https://t.co/G606BSbxtv""",1
14828,390150468,"""RT @allen_owens: Jeremy Corbyn - Pyramid Stage, Glastonbury Festival, June 24 2017 https://t.co/Zh3r5g2Vr0 via @YouTube""",1
26340,89780120,"""Labour meeting on 26/6, please support the NHS Reinstatement Bill as a Priority Private Members Bill.  https://t.co/vZX1L8BCsk @KateHoeyMP""",1
15116,414989540,"""Boris Johnson Cheats to Get a View of Jeremy Corbyn on Pyramid Stage. Town &amp; Country Stall sells out of Shotguns ! https://t.co/okbXdqkLzc""",1
7279,2487893052,"""RT @Rachael_Swindon: Multiple reports at #Glastonbury of spontaneous chants of Ooh Jeremy Corbyn. We think this is the one who started… """,1
15609,452445727,"""RT @faisalislam: Theresa Mays EU citizen offer below expectations... risks worsening the situation - Council President Donald Tusk. Blim…""",1
13849,3422058208,"""RT @jeremycorbyn: We’ve had a surge of new members since polling day as support for our policies to transform Britain grows. Join us… """,1
16435,489315806,"""RT @DrBrianMay: Wow. Havent seen the like of that before. It seems Britain is waking up. Thank God. Bri https://t.co/65x54LPEr2""",1
14430,363919311,"""RT @desi3chord: @NotTheToryPress @joneyi1 Will they never learn, the UK public woke up to this right wing game during the recent Tory media…""",1
1194,1287447402,"""RT @DemSocialists: People on the Left have dreamed of the prospects of a Corbyn-led government for generations.” https://t.co/orGHuKTCAU""",1
8456,265918773,"""RT @gaurangmorjaria: Jeremy Corbyns brilliant speech at Glastonbury! Build Bridges Not Walls  .@TazminaKhanum Live at #Glastonbury https…""",1
6669,241502713,"""RT @H___manz: Theresa May is in Liverpool today someone do the whole of the whole of the U.K. a favour an push her in the Mersey pls xxx""",1
22378,821798222045868032,"""RT @imajsaclaimant: Craig David is a brilliant warm up act for Jeremy Corbyn #Glastonbury https://t.co/QEswkNEOud""",1
7547,251762257,"""RT @Rachael_Swindon: #Glastonbury sounds likes they want Jeremy Corbyn.""",1
24291,870265797024919552,"""RT @PeoplesMomentum: Want to learn Ohhh Jeremy Corbyn in sign language? 👇🏾 https://t.co/FrKaeKBt2C""",1
8555,2695839951,"""RT @SocialistVoice: Tory councillor who oversaw Grenfell Tower refurb flees his £1.2m home after threats from angry residents https://t.co/…""",1
25055,874546010311229441,"""RT @nja5: 6 times May vowed to crackdown on tax avoidance as Tories quietly shelve plans. https://t.co/YKp3UJDAXz #skypapers https://t.co/4…""",1
24428,870705205267922946,"""@michaelwhite Corruption: The nature of Tory Politics!""",1
3898,1851425833,"""#toryburch #auction Tory Burch Crossbody Wallet Clutch Leather - MSRP $425 https://t.co/CMLQQDnmVS""",1
16463,4900605999,"""RT @ChukaUmunna: On the anniversary of the referendum, my piece for the @DailyMirror today https://t.co/MbUHX0gBZG""",1
11232,303122570,"""RT @mac123_m: Corbyn receives the love of people at #Glastonbury. May gets the bird in Liverpool. She is destroying society. Corb… """,1
6582,241502713,"""RT @labourfeed: Labour has been saved, just not the way they were hoping for! https://t.co/YSa1A7foDW""",1
10380,2855638887,"""RT @itvnews: Theresa May praises militarys work against terror at national Armed Forces Day celebrations https://t.co/pUIvpZZtvU https://t…""",1
12358,3243403917,"""RT @gaurangmorjaria: Chants of O Jeremy Corbyn &amp; echoes of bring down the govt, they dont speak for us, May shut the door on the… """,1
10188,2844025499,"""STAND UP AND JOIN THE ANTI #TORY DEMONSTRATION #LONDON ON THE 1st JULY 2017 #ToriesOut #MayMustGo #Corbyn4PM \nTRAVE… https://t.co/CXqecpP0Ji""",1
8291,2602051168,"""RT @Jigsawman2014: Is that the new Tory DUP coalition? https://t.co/9cuqExGt11""",1
26236,89780120,"""@HollyLynch5   vital you support  the @nhsbillnow   #SaveHRI  #SaveCRH #SaveDDH https://t.co/bX5A6DNRkG https://t.co/rh4cXN9P39""",1
3158,156680202,"""RT @PeterStefanovi2: In one sentence, Corbyn drops a truth bomb that should have the Tories running for the hills https://t.co/ikRFpBQXb6 v…""",1
20632,749710462661562368,"""RT @MomentumCV: The Magic Money Tree is Hidden in the Tax Haven Forest. But You Already Knew That. Tory Shills. #weekinwestminster… """,1
16865,53007838,"""RT @LondonEconomic: Jeremy Corbyn set for rapturous reception at Glastonbury as chant goes viral https://t.co/93N7Fu7gMe #ohJeremyCorbyn""",1
12682,3255604679,"""RT @MomentumOx: #Benefits freeze set to continue despite rising inflation, says #Conservative #Welfare &amp; Pensions Secretary… """,1
18784,718933489173807104,"""RT @kittymthompson: @ThangamMP are you supporting the NHS bill? https://t.co/KXiPBEgFHW""",1
1481,134125081,"""RT @AlexGPorter: Labour values are love &amp; we cant be comfortable while others are struggling. Moving speech on Labour values @Alison_McG…""",1
3338,1645025486,"""RT @EL4JC: Labour is now a left wing party, do you want to be part of it, or not? Gasps in the room as @paulmasonnews drops… """,1
171,1037750060,"""RT @hackneygazette: Left-wing candidates loyal to @jeremycorbyn swept the board at last night’s Hackney South and Shoreditch Labour AGM htt…""",1
23510,851846918842056704,"""RT @weloveeconomics: EU&amp;UK will not start #BrexitNegotiations on the same page! EU membership was the best deal UK could ever get… """,1
9167,2743684155,"""RT @boxcoblizzie: @Otto_English I could just weep for my country. What a terrible self inflicted mess were in, and all because of a… """,1
13582,337291312,"""RT @daveburns422: This country is on its knees being dragged to its end by Tory Jackles\nOur only hope of survival is in  Corbyns hands http…""",1
26589,96441830,"""RT @UKLabour: Unlike the Tories, a Labour government will put jobs, education &amp; our NHS first. With us? Share our plan ↓… """,1
20859,758652669925949441,"""RT @eFlat_Horn: Jeremy Corbyn does #Glastonbury, whilst Theresa May does Butlins Minehead to 30 carefully selected Tories""",1
15248,4226847345,"""RT @thhamilton: Andrea Leadsom is the secret weapon Theresa May sends on TV when people start thinking Theresa May was a bad choice for Tor…""",1
22016,806961338899689472,"""RT @MhairiHunter: Labour/Tory Council cuts teacher posts despite 100 teacher vacancies https://t.co/rpVjn8yL98""",1
10107,284327343,"""RT @Keir_Starmer: PM should give clear answer: did she single-handedly block unilateral guarantee of rights to EU citizens last year? https…""",1
15596,452445727,"""RT @hrtbps: Theresa May makes surprise appearance at Toryfest in response to Corbyns Glastonbury appearance. https://t.co/KRTsJtJfJq""",1
11427,303827284,"""RT @EL4JC: None of our freedoms were handed down to us by those in power  The best of Jeremy Corbyns #Glastonbury set, part… """,1
1170,1287447402,"""RT @jedclef: I was one &amp; I am rightly proud - a time that many of us has hoped for - a Truly Socialist Leader of the Labour Part… """,1
17914,61558830,"""RT @Rachael_Swindon: This is the impact @theresa_may and the Tories are having on the police force. She will tell you to stop scaremonge… """,1
14146,350446268,"""RT @Stormzy1: And Jeremy Corbyn is a real life legend me and my brothers have never believed in a politician in our life times. His sons ar…""",1
15466,4384207354,"""RT @AaronBastani: In order to win a massive majority to change the country Labour has to become more democratic. If it doesnt, it wo… """,1
17439,576177906,"""RT @eldertine: To those who think @jeremycorbyn peaked at GE17, suck it up👇✊ https://t.co/pVK82DskK4""",1
15143,420326282,"""RT @thisisamy_: Apparently Corbyn for PM is offensive to Tories: \nCorbyn for PM\nCorbyn for PM\nCorbyn for PM\nCorbyn for PM\nCorbyn for PM\nC…""",1
5290,212692070,"""RT @HackneyAbbott: RT if you agree - the details of any agreement with the latest DUP must be made public. https://t.co/xBa7O5wlGT""",1
20400,747894662241849345,"""RT @SianGriffiths6: Peace is possible! Jeremy Corbyn live from Glastonbury stage... https://t.co/ikxRuGGVra""",1
19264,726099958013792257,"""RT @JeremyCorbyn4PM: We agree with @Stormzy1 \n\nRT if you do too! https://t.co/RqxvPZTg4B""",1
2649,1468292268,"""RT @Pipplesqueak: Ooh, Jeremy Corbyn ✌️ Holding a HUGE passionate crowd with Michael Eavis on the Pyramid Stage!#powertothepeople #Glastonb…""",1
25776,877038913176645632,"""@hruthnicholson Calling tweeters on #GE2017. You mind doing our survey at https://t.co/Ye8EvsOtWR""",1
6272,2345690571,"""Truth is the Tories preferred it when Young people didnt get involved in politics! Corbyn and Momentum have change… https://t.co/KoY063sIZm""",1
5967,22616717,"""RT @AndyHearn09: Take any problem the UK faces and remove the Tories from it the problem becomes more solvable. In fact in many cases they…""",1
10162,2844025499,"""@Oxfordshire_FBU #Justice4Grenfell #toriesout #MayMustGo #Corbyn4PM #DayOfRage\nSTAND UP AND BE HEARD! JOIN THE DEMO… https://t.co/Zb7Fbs5jux""",1
2658,1468292268,"""RT @jeremycorbyn: We’ve had a surge of new members since polling day as support for our policies to transform Britain grows. Join us… """,1
25835,877038913176645632,"""@hallpaddy What are your views on #GE2017? Please answer our survey https://t.co/atp2pww6s5""",1
23885,855408793282379777,"""RT @electionfact17: Man of the people #GlastonburyFestival #JeremyCorbyn https://t.co/WTlpCi3sri""",1
2906,150573390,"""@AppleMak19 @BFBSScotland @RuthDavidsonMSP @32SignalRegt @ArmyScotland Yup,Tories love army/military voters,but as long as they vote Tory...""",1
15119,420326282,"""RT @SocialistVoice: Tory Health Minister Steve Brine says consumerist Brits are to blame for NHS problems because they expect too much http…""",1
4571,20004497,"""RT @NyeBevanNews: 30% of their budget - gone\n10,000 Firefighters - gone\n39 Firestations - gone\n\nTheresa May’s new Police and Fire... https:…""",1
5907,22520029,"""RT @alexnunns: 2 years ago it was literally unimaginable that Glastonbury would spontaneously chant Oh Jeremy Corbyn. What times. https:/…""",1
22618,835790976392257536,"""RT @Telegraph: Jeremy Corbyn now viewed as more capable prime minister than Theresa May\nhttps://t.co/lqggT6pIym""",1
17313,55602088,"""RT @DangerousGlobe: The difference between a human run twitter account and that of a propaganda bot is right here folks. https://t.co/FZhmx…""",1
26539,96441830,"""RT @nja5: The Tories got 3 TIMES more than Labour in donations before their election disaster. https://t.co/Hnk1iEWMmw #bbcdp https://t.co/…""",1
11299,303122570,"""RT @chunkymark: Oh Jeremy Corbyn Seven Nation Army Radiohead at Glastonbury inspiring a Nation never witnessed before https://t.co/8lwQaL…""",1
9583,2788225609,"""RT @jeremycorbyn: Tell your friends, tell your family. Join @UKLabour and let’s get the government we need, #ForTheMany not the few… """,1
3282,1645025486,"""RT @Rachael_Swindon: Hi @BBC Will you be showing Jeremy Corbyn speaking at #Glastonbury today or is a repeat of Pebble Mill be deemed more…""",1
10121,284327343,"""It depends at which point in history you ask the question. Nothing stays the same, but its a gradual process. So m… https://t.co/irgIXevhIM""",1
21863,79769567,"""RT @EL4JC: Build bridges not walls The best of Jeremy Corbyns #Glastonbury set, part 1. https://t.co/JUD1WqSa2K""",1
12248,3238466091,"""RT @carolynharris24: Proud to support #ArmedForcesDay with fellow Swansea Labour members today. They stand up for us every day, so lets… """,1
9294,2775981424,"""RT @MrDerek1978: Just chatted to Spanish mate. So sorry re GE2017 @theSNP -Indy must be over. My response no chance and dont believe MSM p…""",1
22159,819291786304700427,"""RT @gileadresitance: Why did #channel4news just describe May as having got a warm reception in Liverpool? #C4News https://t.co/dePyMs6KBs""",1
24941,874546010311229441,"""RT @SocialistVoice: George Galloway: UK is unstable because Theresa May gambled on #GE2017 and never said what strong and stable was https:…""",1
24374,870564538009169922,"""RT @marcuschown: Many MPs had stakes in private health companies which stood to benefit from voting thru 2012 H&amp;SC Bill. Corruption. https:…""",1
17616,59549064,"""RT @UKLabour: Unlike the Tories, a Labour government will put jobs, education &amp; our NHS first. With us? Share our plan ↓… """,1
23409,850347649198948353,"""RT @CJCollingswood: Heros welcome for Jeremy Corbyn and rousing speech at #Glastonbury #VoteLabour https://t.co/eOWdyVWorH""",1
15420,4384207354,"""RT @TheCanarySays: In one sentence, Corbyn drops a truth bomb that should have the Tories running for the hills https://t.co/vnNy1diZRZ""",1
8123,259202358,"""Corbyn vows to force an early election as poll names him publics pick for PM https://t.co/hQso83yxGi""",1
26626,96441830,"""RT @OwenJones84: This was last night: Jeremy Corbyn takes the Pyramid Stage at 4pm. https://t.co/kP8LRFaP5g""",1
1759,1389178064,"""RT @demindblower: Watch Thom Yorke taunt Theresa May by shouting ‘strong and stable’ during Radiohead’s Glastonbury set https://t.co/G6TM38…""",1
22705,835886929786847232,"""RT @mrmarksteel: In the interests of balance, I think its only fair for the Tories to start singing oh Andrea Leadsom everywhere, and se…""",1
11436,303827284,"""RT @MetroUK: Jeremy Corbyns powerful speech to thousands on Glastonburys Pyramid Stage https://t.co/m4jBIiIFFt""",1
8508,2672644953,"""RT @misszing: Jeremy Corbyn quoting Shelley, football chants, Michael Eavis loving it. Absolute scenes #Glasto https://t.co/ou0hiGYrR5""",1
9599,2788225609,"""RT @laylamoran: Labour MPs who want to stay in Single Market pls sign @LibDems amendment. We can do this only by working together. https://…""",1
24301,870265797024919552,"""RT @bth77police: And torys have also abandoned thousands of our ex-servicem men to living on the streets with no support. https://t.co/El12…""",1
9057,2734460614,"""RT @BoringOleFart: Ahhhh @OwenJones84 who is all pals with the Tories? https://t.co/ED21AV5rlB""",1
2566,146422118,"""RT @WillBlackWriter: This lame duck government will fall. The tide has turned. If the focus stays of Tory negligence and  cruelty, they wil…""",1
13739,340875095,"""RT @demindblower: Theresa May is hoping UK voters are too distracted to notice this ‘devastating report on a growing scandal’ https://t.co/…""",1
21169,768759099387416576,"""RT @Channel4News: Oh, Jeremy Corbyn, Oh Jeremy Corbyn. Glastonbury crowds cheer the Labour leader as he delivers a political speech. http…""",1
1958,141762817,"""RT @BolsoverBeast: Youve got to admit Theresa May has brought the country together.\n\nHer party doesnt like her, Labour doesnt like… """,1
2146,1444368715,"""RT @SeemaChandwani: Id love to donate guys, but Im going to be tougher on welfare than the Tories - (PS: get a job, scroungers!) https:…""",1
16038,467603037,"""RT @PeterStefanovi2: In one sentence, Corbyn drops a truth bomb that should have the Tories running for the hills https://t.co/ikRFpBQXb6 v…""",1
9009,2728197467,"""RT @Askrigglad: @Nigel_Farage Silly young fools havent experienced the disasters created by a Labour Government in power""",1
11549,3092624571,"""@therightarticle Tories want to control everyone, everything &amp; every way = dictatorship! 😳""",1
11763,310535567,"""RT @AaronBastani: Fair to say Britains culture of political deference isnt what it was. https://t.co/ZeU9PjSJhP""",1
19234,726099958013792257,"""RT @HerseyJane: SERIOUSLY DELUDED? Lord Sainsbury claims PROGRESS Provided Labour with an election winning path. Sorry, winning path was…""",1
5079,210163237,"""RT @EL4JC: Build bridges not walls The best of Jeremy Corbyns #Glastonbury set, part 1. https://t.co/JUD1WqSa2K""",1
4682,20227038,"""RT @SLSingh: Surprised this has not been bigger news since C4 broke the story on Thursday. Being in a marginal, I got a call fro… """,1
