14agree-disagree,DotcountREL,CommacountREL,ExclcountREL,WordcountREL,UppercasecountREL,LowercasecountREL,SpecialcharREL,NumbercountREL,CharcountREL,UniquewordsREL,ApicescountREL,QuotescountREL,OpenparREL,CloseparREL,OperatorcountREL,HashtagcountREL,DottycountREL,LinkcountREL,14agree-disagreeREL
,0.928808506,0.937672866,0,0.971564993,0,1.004605402,1.003789667,2.04499009,1,0.971564993,0.966504278,0,1.317997405,1.225071619,2.053246574,2.822750761,0.901847706,,
1,1.325013533,0,0,1.159449671,0,1.046220116,0.490964456,0,1,1.159449671,0,0,0,0,0,0,3.859655915,,-15.49761859
,0,0,0,1.106571543,0,1.045070514,0,0,1,1.106571543,0,0,0,0,0,0,0,,
-1,1.155347166,1.166373565,0,1.11556806,0,1.038769733,0.535121321,0,1,1.11556806,0,0,0,0,0,0,3.365431682,,13.51316743
,2.053950518,0,0,1.162050062,0,1.05652648,0.713495094,0,1,1.162050062,0,0,0,0,0,0,4.487242243,,
,0,1.49441613,0,1.116657482,0,1.057913726,0.959873869,0,1,1.116657482,3.080732386,0,0,0,0,0,0,,
1,1.614286988,0.305567515,1.275620084,0.931570612,0.321216655,0.994349499,1.177608836,1.59940439,1,0.931570612,0.629926111,0,0,0,2.007327321,3.6794962,3.52671435,,-7.080381658
,0,0.937672866,0,1.121036531,0,1.070627427,0.516234686,0,1,1.121036531,0,0,0,0,0,0,0,,
-1,0.968695988,0.293382308,0,1.08733666,0.308407402,1.025043658,1.022968119,0.76781223,1,1.08733666,0,4.021548029,2.474277338,2.299827702,0.963640263,1.766383912,1.693039251,,6.79803515
,0,0,0,1.386008802,0,1.058947855,0.26593908,0,1,1.386008802,0,0,0,0,0,0,0,,
-1,0,0,0,1.429321577,0,1.023787477,0,0,1,1.429321577,0,0,0,0,0,0,0,,138.5099662
1,0,0,0,1.270508068,0,1.092039976,0,0,1,1.270508068,0,0,0,0,0,0,0,,-123.1199699
-1,1.913908437,2.898261585,0,1.212757701,0,0.992763614,1.063756322,0,1,1.212757701,0,0,0,0,0,0,0,,67.15634724
-1,3.445035187,0,0,1.559259902,0,1.032474159,0.95738069,0,1,1.559259902,0,0,0,0,0,0,10.03510538,,40.29380834
-1,1.343808051,1.526212217,0,1.003566213,0,0.970056787,1.680508658,0,1,1.003566213,2.097519922,0,0,0,0,0,2.935802106,,11.78808223
-1,0,0,0,0.879582509,0,1.008036901,0,0,1,0.879582509,0,0,0,0,0,0,0,,170.4738045
-1,15.3112675,0,0,0.866255501,0,0.827303012,4.255025288,0,1,0.866255501,0,0,0,0,0,0,33.45035126,,67.15634724
-1,4.031424154,2.034949623,0,0.973155116,0,0.97586551,1.493785473,0,1,0.973155116,0,0,0,0,0,0,11.74320842,,47.15232891
-1,7.105385072,3.586598711,0,1.071991183,0,0.91458348,2.852196638,0,1,1.071991183,0,0,0,0,0,0,6.899134948,,27.70199324
0,1.787518257,0.451144492,0,1.213574924,0,1.004470732,0.993508263,2.361384783,1,1.213574924,0,0,0,0,0,0,5.2068943,,0
-1,0,0,0,1.633510373,0,1.092039976,0.835808539,0,1,1.633510373,0,0,0,0,0,0,0,,105.5314028
-1,2.296690124,0,0,1.039506601,0,0.992763614,1.276507586,0,1,1.039506601,3.584852231,0,0,0,0,0,0,,40.29380834
1,0.81495456,1.234098481,0,1.069685825,0,1.035676622,1.132385762,0,1,1.069685825,1.27204434,0,0,0,0,0,0,,-14.29780296
1,0,0,22.81537636,1.143457261,0,0.998436549,1.253712808,0,1,1.143457261,2.81666961,0,0,0,0,0,0,,-31.65942084
-1,1.5037852,0.75906851,0,1.406633933,9.575315534,0.849364425,1.393014231,1.986561801,1,1.406633933,0,0,0,0,2.493227982,4.570167899,0,,17.58856713
-1,0,0,214.9910465,0.879582509,0,0.420015375,10.80121804,0,1,0.879582509,0,0,0,0,0,0,0,,170.4738045
,2.070786178,0,0,1.077849058,0,1.020430797,0.719343414,0,1,1.077849058,0,0,0,0,0,0,0,,
-1,0,0,6.883949765,1.281460724,0,1.054383425,0.907860999,0,1,1.281460724,0,0,0,0,0,0,0,,38.20964584
-1,0.613193965,1.857138491,0,0.999137413,4.880621996,0.975414347,0.681630265,0,1,0.999137413,1.914241482,0,0,0,0,0,0,,21.51611125
,0.432003956,1.700894965,0,0.985469322,0.137538732,1.045729115,0.720327468,0,1,0.985469322,0.539444248,1.793467384,0,0,0,0,0,,
,0,0.621056054,15.55593843,1.150882309,0.652862423,1.006945951,1.025765025,0,1,1.150882309,0,0,0,0,0,0,0,,
1,1.248201155,0.37803412,3.945346703,0.858722845,2.18566985,0.921543616,1.665009895,4.452097002,1,0.858722845,2.727604958,0,0,0,5.587589984,9.104207988,1.090772324,,-4.379761777
,4.267498542,1.292468004,0,1.158909387,0,0.988738897,1.660322367,0,1,1.158909387,0,0,0,0,0,0,7.458524268,,
1,1.424638611,0.719117536,0,1.246626338,0,1.034564187,0.791818616,0,1,1.246626338,0,0,0,0,0,0,4.149855608,,-16.66285307
,2.595574456,2.62034609,0,1.253103848,0,0.95740491,1.202190364,5.143290143,1,1.253103848,0,0,0,0,0,0,7.560695834,,
-1,0,0,0,1.045845056,0,1.078722415,0,0,1,1.045845056,0,0,0,0,0,0,0,,27.02633487
-1,0.919790948,1.857138491,0,0.92975287,0.976124399,0.991317842,1.405862421,1.21508149,1,0.92975287,3.349922594,0,0,0,3.049968211,2.795345414,1.339637854,,5.379027813
1,0.528527016,1.400624322,0,0.932946301,0,0.996086672,1.10158866,2.356444647,1,0.932946301,0,0,5.062433549,4.705505214,3.94326434,0,0,,-4.63631686
,1.35340668,0.683161659,0,1.143457261,0.718148665,0.967235407,1.002970246,5.363716864,1,1.143457261,4.225004415,0,0,0,0,0,3.942362827,,
0,0.559920021,1.356633082,0,1.013703246,0,1.041697707,0.653531145,0.44380636,1,1.013703246,0,0,0,0,2.784988703,0,0,,0
,4.238857612,3.209484305,0,1.036018324,0.674770558,0.63763408,4.594142236,17.63906888,1,1.036018324,1.323267602,8.798823205,0,5.031837791,8.433469148,11.59411722,7.408467058,,
1,1.886999355,1.848978832,0,1.044987304,0.530092161,0.950017202,1.233882553,4.619018037,1,1.044987304,1.039544144,0,2.835200043,2.635303447,0.552103209,0,2.910004196,,-3.89483209
-1,28.07065708,0,0,0.635254034,0,0.606688875,9.751099618,0,1,0.635254034,0,0,0,0,0,0,61.32564398,,246.2399399
1,3.007570401,0,0,1.270508068,0,0.9707022,1.671617077,0,1,1.270508068,0,0,0,11.90069573,0,0,8.760806283,,-35.17713427
1,0.397226279,0,0,1.150648816,0,1.071435448,0.220779614,0,1,1.150648816,0,0,0,0,0,0,0,,-13.9381098
,0.489604484,0.741415754,0,1.063681173,0,1.049712845,0.544247421,0,1,1.063681173,0,0,6.2528249,5.811967681,0,0,0,,
,0,0.500746766,0,1.137470574,0,1.034865108,0.551371078,1.310506738,1,1.137470574,0,0,0,0,1.644747255,0,0,,
-1,0,0,0,1.080432058,0,1.006052576,0.967431931,1.970919582,1,1.080432058,0,0,6.351294584,5.903494731,2.473596266,0,0,,17.45007448
,0,0,0,1.133599871,0,1.016726874,1.059171165,2.157817129,1,1.133599871,1.69971442,0,0,0,2.708161429,0,0,,
,0,2.034949623,0,0.973155116,0,0.999100403,2.24067821,0,1,0.973155116,12.58511953,0,0,0,0,0,0,,
1,2.383357676,0.902288984,0,1.024796602,0,0.9993196,0.993508263,2.361384783,1,1.024796602,0,0,0,0,2.963648356,0,5.2068943,,-20.90716471
1,1.886999355,1.848978832,0,1.044987304,0.530092161,0.950017202,1.233882553,4.619018037,1,1.044987304,1.039544144,0,2.835200043,2.635303447,0.552103209,0,2.910004196,,-3.89483209
-1,0,1.138602765,9.506406818,1.089006916,0,0.975035692,1.462664943,2.979842702,1,1.089006916,2.347224675,0,0,0,0,0,0,,26.3828507
-1,0.339108609,0.513517489,0,0.874859918,0.134954112,1.052462688,0.588992594,0.335982264,1,0.874859918,0.529307041,1.759764641,2.165407818,2.012735116,0.421673457,0,0,,2.974710683
-1,0,0,0,0.884818119,0.598457221,1.020537358,0.940284606,1.489921351,1,0.884818119,2.347224675,0,0,0,1.869920987,3.427625924,0,,13.19142535
,0,1.334548358,0,1.010497115,0,1.056485186,0.408185565,1.164217614,1,1.010497115,0.917055222,0,0,0,0,0,0,,
-1,6.072978694,0,0,1.759165018,1.933477175,0.945034594,2.70030451,0,1,1.759165018,0,0,0,0,0,0,10.61405377,,42.61845113
1,0,2.656739786,0,1.11169456,0,1.001036644,0.975109962,0,1,1.11169456,0,0,0,0,0,0,0,,-61.55998497
-1,1.07049116,0,0,1.356644208,0,1.036512519,0.892473524,0,1,1.356644208,3.341811401,0,0,0,0,0,0,,37.56202473
-1,1.32131754,2.801248644,0,1.016672251,0,1.018932697,1.10158866,0.523654366,1,1.016672251,0,0,1.68747785,1.568501738,0.657210723,0,2.309333874,,4.63631686
,0,0,0,1.291000134,0,1.05681288,0.566192881,0,1,1.291000134,0,0,0,0,0,0,0,,
-1,0,0,0,1.345243837,0,1.075980564,0.516234686,0,1,1.345243837,0,0,0,0,0,0,0,,32.59058028
-1,3.197922958,0,0,0.916695695,0,1.018315758,1.33306172,0,1,0.916695695,1.663855466,0,0,0,0,0,9.315287694,,9.350883793
-1,0.695145989,1.052670481,0,0.961870495,0,1.026792304,0.745131197,0.787128261,1,0.961870495,2.480086449,0,2.536523309,2.357685002,0.493941393,0,0,,3.484527451
-1,7.894872303,0,0,0.714660788,0,0.87363198,2.632796897,0,1,0.714660788,4.929171817,0,0,0,0,0,13.7982699,,55.40398647
,1.062771271,0.689730521,0.959781458,1.140708566,2.416846469,0.950284786,1.054806449,2.406796029,1,1.140708566,0.947917657,0,9.694884761,9.01134412,3.020641594,0,1.326756721,,
-1,1.079640657,1.089944528,0,1.123910983,0.286441063,1.023593026,0.850095864,1.069687124,1,1.123910983,1.123457964,0,2.298046758,2.13602231,0,0,1.57245241,,6.313844612
-1,2.23571605,0.846394976,0,1.163695443,0,1.034055552,0.465981752,0,1,1.163695443,0,0,0,0,0,0,0,,19.61203061
1,0,0,0,1.306808299,0,1.060838833,0,0,1,1.306808299,0,0,0,0,0,0,0,,-63.31884168
1,0,1.386125106,0,1.077169884,0,1.076213309,0.254376512,0,1,1.077169884,0,0,0,0,0,0,0,,-32.11825303
-1,0,1.51813702,0,1.361258645,0,1.040038072,0.835808539,0,1,1.361258645,3.1296329,0,0,0,0,0,0,,35.17713427
-1,0,1.471425112,0,1.231415512,0,1.075239361,0.270030451,0,1,1.231415512,0,0,0,0,0,0,0,,34.09476091
1,0.971676591,0,0,1.055499011,0,1.024837516,1.080121804,0,1,1.055499011,3.033336503,0,0,0,4.83302655,0,0,,-34.09476091
-1,0.651123489,1.972013037,2.058088074,1.267233563,0,1.035749255,0.904741202,0,1,1.267233563,1.016324086,0,0,0,0,0,0,,11.42350237
-1,0,0,0,1.270508068,0,1.011148126,0.650073308,0,1,1.270508068,0,0,0,0,0,0,0,,82.07997996
0,3.23892197,0,0,1.319373763,0,0.8960328,2.250253758,0,1,1.319373763,0,0,0,19.22420079,0,0,0,,0
-1,1.297787228,0.655086523,0,1.135625362,0.688635706,1.017242717,0.841533255,0,1,1.135625362,0,0,0,0,2.151689902,0,3.780347917,,15.17917438
-1,0.734406726,0.741415754,0,0.952881051,0.389693074,0.990454862,1.360618551,1.94036269,1,0.952881051,2.292638054,0,0,0,2.435245936,4.463884924,0,,8.589765345
-1,0.56391945,1.707904148,0,1.071991183,0,1.033537834,0.783570505,0,1,1.071991183,0,0,0,0,0,0,0,,19.78713803
-1,0.421059856,0.637617549,0,1.029111535,0,1.004676778,1.170131954,0,1,1.029111535,2.628891636,0,0,0,6.282934515,0,0,,14.77439639
-1,0.779740474,0,0,1.129340505,0,0.997666151,1.516837718,0,1,1.129340505,0,0,0,0,7.756709278,0,0,,27.35999332
-1,0.499280462,0.756068239,0,0.926516753,0,1.010029068,1.387508246,0,1,0.926516753,0.779315702,8.636526071,0,0,2.483373326,0,0,,8.759523553
1,0,0,26.61793909,0.762304841,0,1.019237311,1.170131954,0,1,0.762304841,0,0,0,0,0,0,0,,-147.7439639
-1,2.706813361,0,17.11153227,1.306808299,0,0.967235407,2.256683055,0,1,1.306808299,2.81666961,0,0,0,0,0,7.884725655,,31.65942084
-1,2.383357676,0,0,1.294479919,9.484982369,0.700553947,3.31169421,9.445539131,1,1.294479919,0,0,0,0,11.85459342,21.72985491,0,,41.81432941
-1,0.842119712,1.275235097,0,0.762304841,1.340544175,0.946434645,1.404158345,3.337423826,1,0.762304841,0,0,0,0,4.18862301,7.67788207,0,,29.54879279
-1,0.856392928,2.593698503,0,1.046554104,0,1.021705197,1.011469994,0,1,1.046554104,1.336724561,0,2.734286143,2.541504511,0,0,0,,7.512404946
,0.7518926,2.277205531,2.376601705,1.020943983,0,1.027037596,0.940284606,1.489921351,1,1.020943983,0,0,0,0,1.869920987,0,0,,
-1,0.756394951,0.572710373,0,0.992822173,0.301020399,1.007030876,1.156118398,0,1,0.992822173,1.180639956,3.925223526,0,0,1.881118118,0,0,,6.635207961
0,0.52632482,0.797021936,0,1.191101314,0,1.037437977,1.170131954,0,1,1.191101314,4.929171817,0,0,0,0,0,0,,0
-1,0.356830387,1.621061564,0,1.13053684,0.568027193,1.005663932,1.586619599,0,1,1.13053684,2.227874268,7.406918969,0,0,0,0,0,,12.52067491
-1,0,0.787182159,0.82154133,0.964645015,0,1.053841046,0.686188492,0.515034541,1,0.964645015,1.622772615,0,0,0,0.64639244,1.184858344,0,,4.559998887
1,0.475773849,0.540353855,0.751919183,0.947497542,0.189342398,1.022116512,0.859418949,0,1,0.947497542,3.713123779,2.46897299,1.519047857,1.411946951,0,0,0,,-4.173558303
-1,0.544473952,1.154307631,0,0.897022507,0.346692459,1.022375356,1.059171165,0.863126852,1,0.897022507,1.359771536,0,4.172143511,3.877985332,1.083264572,1.985659156,0,,3.820964584
-1,0.215559653,0.979276099,0,0.956133205,0.343142707,1.032406393,0.838661128,0.854289375,1,0.956133205,1.34584896,0,0,0,3.216519376,1.965328175,0,,7.56368416
-1,0.446353204,1.351839326,4.232534484,0.989918831,0.355267891,0.995570013,1.302443695,1.768952558,1,0.989918831,1.393405461,0,0,0,2.220118203,4.0695488,0,,7.830952152
-1,0.431119307,1.958552197,0,0.99515905,0,1.051041888,0.718852395,0,1,0.99515905,0,0,0,0,1.072173125,0,0,,7.56368416
0,0.325561744,0.986006518,0,1.031469179,1.036503228,0.979458535,1.176163562,1.29024117,1,1.031469179,1.016324086,6.757859059,4.157806248,3.864658922,0,0,0,,0
-1,0.865191485,0,2.73471977,1.018146877,0.688635706,0.934965732,1.803285546,0,1,1.018146877,1.350458032,8.979620942,0,0,4.303379805,0,0,,15.17917438
-1,0.53524558,0.810530782,0,1.356644208,0,1.027257943,0.892473524,2.121243957,1,1.356644208,1.670905701,0,0,0,0,0,0,,18.78101236
-1,0,0,0,0.714660788,0,0.955534979,4.387994828,0,1,0.714660788,0,0,0,0,0,0,0,,277.0199324
-1,3.248176033,0.546529327,0,1.110787054,0,0.960995178,2.407128591,0,1,1.110787054,0,12.48594912,0,4.284250462,0,0,9.461670786,,12.66376834
-1,2.255677801,1.366323318,0,1.020943983,0,1.01403712,1.253712808,0,1,1.020943983,1.408334805,0,0,0,0,0,3.942362827,,15.82971042
-1,0,0,82.20245896,1.177088357,0,0.867208216,4.129877485,0,1,1.177088357,0,0,0,0,0,0,0,,65.18116056
,1.104529034,0.304110119,0.634768023,0.804419457,1.118896171,0.966168913,1.437085747,2.387664105,1,0.804419457,1.097112964,3.126449899,1.282375854,1.191961575,3.49606849,5.4929204,1.316210165,,
-1,0,1.152320871,0,1.033244513,0,1.065725759,0.422939261,0,1,1.033244513,2.37550449,0,0,0,0,0,0,,26.70071637
-1,0,1.138602765,0,1.089006916,0,1.0790395,0.417904269,0,1,1.089006916,0,0,0,0,0,0,0,,26.3828507
-1,0,0,0,1.22513278,0,1.053038548,0,0,1,1.22513278,0,0,0,0,0,0,0,,79.1485521
0,1.117858025,0,0,1.113099989,0,1.043719623,0.621309002,0,1,1.113099989,1.744839581,0,0,0,0,0,0,,0
-1,0.380475774,0,0,0.99880303,0.605667549,1.032832989,0.951613336,0,1,0.99880303,1.187752245,7.897738901,0,0,0,0,0,,13.35035819
-1,0.432595743,1.528535219,0,0.992040546,0.229545235,1.024722443,0.841533255,0.571476683,1,0.992040546,0,0,3.683170832,3.423487812,1.434459935,1.314705834,0,,5.059724792
1,0.770231444,2.915933911,0,1.080706558,0,1.032110953,1.070242641,0,1,1.080706558,0,0,0,0,0,0,0,,-13.51316743
-1,1.199221109,0.605333116,0,1.19411676,0,1.036746812,0.66653086,0,1,1.19411676,1.247891599,0,0,0,0,0,0,,14.02632569
-1,0.404865246,0.919640695,0,0.989530322,0,1.050038438,0.618819783,0,1,0.989530322,1.26389021,0,0,0,0,0,0,,7.103075189
-1,0.551606798,1.461786956,0,0.986169472,0.439042852,1.013355873,0.919754374,1.639564107,1,0.986169472,0,0,0,0,2.743639526,3.771885296,0,,4.838776111
-1,0.93800463,0.473478378,0,1.04722571,0,1.054197006,0.695127894,0,1,1.04722571,0.976073627,0,0,0,0,0,0,,10.97108643
-1,0,0,0,0.96754076,0,1.092039976,0.540060902,0,1,0.96754076,0,0,0,0,0,0,0,,34.09476091
-1,2.74604254,2.079187658,0,1.118599495,0,1.020819977,1.271882559,0,1,1.118599495,0,0,0,0,0,0,3.999498521,,16.05912651
-1,0.620422185,0.563709031,0,0.84242922,1.086393855,0.936494007,1.637954847,4.917618605,1,0.84242922,0.581041864,2.146405792,0.792352075,0.736487064,5.863249302,10.74752647,0,,2.176973928
-1,0.906588207,1.830481001,0,1.012151164,0.481056522,0.997988686,1.343692196,0,1,1.012151164,0.943382166,6.272845251,0,0,0,0,0,,10.60363377
,0.771086307,0.743061516,0,0.843950143,1.004292251,0.95871656,1.500002672,3.750434655,1,0.843950143,0.437662315,2.425128852,0.895243521,0.832124119,4.18397415,7.669360558,0.6125758,,
-1,0.453728293,0.893214238,0,0.780376723,0.577820765,1.010450782,1.021343624,0.269727141,1,0.780376723,0,0,1.158928753,1.077218148,3.836562024,0,0,,1.592068577
-1,0,1.488601281,0,0.97883501,2.738465727,0.973062858,1.02443459,0,1,0.97883501,0,0,3.138577479,2.91729117,2.444721601,0,0,,8.623188556
1,0,9.108822123,19.01281364,0.816755187,0,0.884032361,2.507425616,0,1,0.816755187,0,0,0,0,0,0,0,,-105.5314028
-1,0.219302008,1.660462366,0,0.952881051,0.349100046,1.04653831,0.609443726,0,1,0.952881051,0,0,0,0,1.090787242,0,0,,7.694998121
-1,0.541804962,1.406509298,0,0.784725572,0.369635342,1.007728066,1.290586714,0,1,0.784725572,0,0,0,0,5.389772256,0,0.676385779,,2.71588169
-1,0.803841544,1.391165561,0,0.862790479,0.365602957,1.006662305,1.244594897,0,1,0.862790479,0,0,0,0,4.56940692,0,1.003510538,,4.029380834
-1,0.579440169,1.46242557,1.22100638,0.996591191,0,1.031927683,0.912488221,0,1,0.996591191,1.205913594,0,0,0,0,0,0,,6.777246052
-1,1.468813452,0,0,1.063681173,0,1.041247419,0.612278348,0,1,1.063681173,0,0,0,0,0,0,0,,25.76929603
-1,0.506284396,0.958343009,0,0.847854082,0.402969191,1.019820899,0.809009067,0,1,0.847854082,0,0,0,0,3.147762783,0,0,,4.441201321
-1,0.73369578,0.833285276,0,0.852335035,0.194657915,1.028610742,0.900537177,0,1,0.852335035,0,0,0,0,3.041110607,0,0,,2.145362497
-1,0.340479668,0.773390558,1.076196998,0.924628513,0.270999496,1.044943912,0.425789256,0.674681367,1,0.924628513,0,0,0,0,0.846756673,1.552132494,0,,5.973475631
1,1.697822001,0,0,0.891404854,0,1.039199332,0.943654802,0,1,0.891404854,0,0,4.336636624,4.030880811,0,0,2.96736987,,-11.9148358
-1,0.3759463,1.138602765,4.753203409,0.952881051,0,1.040038072,0.731332471,0,1,0.952881051,0,0,0,0,0,0,0,,13.19142535
-1,0.287740221,2.17864766,1.81899356,0.950710479,0.458044707,1.017413098,0.959561511,1.140349827,1,0.950710479,0.449127273,0,0,0,1.431192372,2.62342212,0,,5.048199223
-1,0,0.991115361,2.068751743,0.933132221,0.520936855,1.018482879,0.773014633,0.648463179,1,0.933132221,1.021590014,0,0,0,0.813851621,1.491816464,0,,5.741345749
-1,0.343255318,2.598984573,2.169940687,1.02538287,0.546417463,1.008949977,1.144694303,1.360362973,1,1.02538287,0,0,0,0,1.707319162,3.129571496,0,,12.04434489
1,0.467844285,1.062695914,0,1.016406455,0,1.055638643,0.650073308,0,1,1.016406455,0.730247677,0,0,0,1.163506392,0,0,,-8.207997996
1,0.928808506,1.758136623,0,0.945874573,0.369635342,0.991668654,1.290586714,0,1,0.945874573,0.724878208,4.819943594,0,0,2.309902395,0,0,,-8.14764507
1,1.329662704,2.013529101,0,1.023093339,0,1.000078714,1.293303739,0,1,1.023093339,0,0,0,0,3.306807639,0,0,,-11.66399715
-1,0.799480739,1.210666232,0,0.940819266,0,1.050570103,0.444353907,0,1,0.940819266,0,0,0,0,0,0,0,,28.05265138
-1,0.445828083,0.900165951,0,0.860956056,0.473133238,1.002107272,0.929222434,2.355828583,1,0.860956056,0.463922053,0,0,0,2.956675066,5.419681461,0,,2.607246422
-1,1.491944372,0,0,0.945378051,2.374979837,0.945861396,1.520250177,0,1,0.945378051,0,6.8820192,0,0,4.947192532,0,0,,17.45007448
1,1.403532854,2.125391829,0,1.397558875,0,1.019237311,0.780087969,0,1,1.397558875,0,0,0,0,0,0,0,,-49.24798798
1,0.315794892,0,0,1.057697967,0,1.064738976,0.175519793,0,1,1.057697967,0,0,0,0,0,0,0,,-11.08079729
1,0.765563375,0.579652317,9.679250578,0.866255501,1.218676523,0.946434645,1.489258851,3.03402166,1,0.866255501,1.194950744,0,0,0,3.8078391,6.979892791,0,,-13.43126945
,3.007570401,0,0,0.816755187,0,0.988036168,0.835808539,0,1,0.816755187,0,0,0,0,0,0,0,,
1,0,0,0,1.270508068,0,1.05737204,0,0,1,1.270508068,0,0,0,0,0,0,0,,-35.17713427
1,0,0,14.25961023,1.22513278,0,1.01403712,0.626856404,0,1,1.22513278,0,0,0,0,0,0,0,,-79.1485521
,2.687616103,0,0,0.669044142,11.7654143,0.546019988,4.668079604,10.65135264,1,0.669044142,0,0,0,0,6.683972888,12.25193947,5.871604211,,
,0.836542761,0.422263277,0,0.902397287,1.109721999,1.047442317,0.406833958,0,1,0.902397287,0.43524696,0,0,0,0.346740315,0,0,,
,0,0,0,1.319373763,0,0.980035876,1.350152255,0,1,1.319373763,0,0,0,0,0,0,0,,
1,0.444781538,0.673539664,0,1.207877389,0,1.061278286,0.494421952,0,1,1.207877389,1.388499103,0,0,0,0,0,0,,-15.60675675
-1,3.266843711,0,13.76789953,0.591443411,0,0.960242047,1.815721998,0,1,0.591443411,3.399428839,0,0,0,0,0,9.516048204,,38.20964584
1,0,0,12.67520909,1.179757492,0,1.022704104,1.114411385,0,1,1.179757492,3.1296329,0,0,0,4.986455964,0,0,,-35.17713427
-1,0.836542761,0,0,0.984433404,0,1.055879711,0.348714821,0,1,0.984433404,1.305740879,0,0,0,0,0,0,,14.67655271
0,0,0,0,1.071991183,0,1.092039976,0.274249677,0,1,1.071991183,0,0,0,0,0,0,0,,0
-1,1.955386329,0.296107221,4.944508809,0.88502884,0,0.987231185,1.630214797,0,1,0.88502884,0.610423754,4.058899869,0,0,0.972590482,0,5.126292221,,6.861174795
-1,0.31266821,0,0,1.075529107,0,1.081227699,0.26067296,0,1,1.075529107,0.976073627,0,0,0,0,0,0,,10.97108643
1,1.885342639,0,0,0.938658946,0,1.026843559,0.523939681,0,1,0.938658946,0,0,0,0,0,0,0,,-33.07700685
0,1.435431328,0,0,0.909568276,0,1.042401795,0.398908621,0,1,0.909568276,0,0,0,0,0,0,0,,0
1,0,0,9.981727159,0.571728631,2.513520328,0.737126984,3.949195345,9.386504512,1,0.571728631,4.929171817,0,0,0,15.70733629,14.39602888,0,,-55.40398647
1,0.5505764,3.454092573,0,0.939827886,0.125206492,1.019962617,0.874320265,0,1,0.939827886,0.736613472,0,0,0,0,0,0,,-2.759849887
1,0.834700155,2.106665909,0,1.007451332,0,1.039121739,0.7345542,0,1,1.007451332,0.434288266,0,0,0,0,0,1.215706599,,-4.8814085
-1,9.61114889,0,17.35952549,0.621444164,4.3713397,0.735939984,4.197212444,0,1,0.621444164,8.572472725,0,0,0,0,0,23.99699112,,48.17737954
-1,0.734406726,0.741415754,0,0.975041076,0,1.049712845,0.612278348,0,1,0.975041076,1.52842537,0,0,0,0,0,0,,8.589765345
0,0.350883213,1.062695914,2.218161591,1.016406455,0,1.043504866,0.585065977,0,1,1.016406455,0,0,0,0,1.745259588,0,0,,0
-1,1.043950057,0,0,1.134007201,0,1.064964604,0.435173041,0,1,1.134007201,0,0,0,0,0,0,0,,18.31536743
-1,0,0.919640695,0,1.264399856,1.933477175,1.029037669,0.506307096,0,1,1.264399856,0,0,0,0,0,0,0,,21.30922557
0,0,1.542623101,0,1.198785839,0,1.039199332,0.566192881,0,1,1.198785839,0,0,0,0,0,0,0,,0
-1,1.101610089,1.112123631,2.321331897,1.19664132,1.169079222,0.990454862,1.020463914,0,1,1.19664132,1.146319027,0,0,0,0,0,3.208899976,,12.88464802
-1,4.11906381,2.079187658,0,0.994310662,0,0.997079978,1.526259071,0,1,0.994310662,0,0,0,0,0,0,11.99849556,,48.17737954
-1,0,0.946956755,0,1.132135902,0,1.048790868,0.52134592,0,1,1.132135902,1.952147254,0,0,0,0,0,0,,21.94217286
-1,0,0.877455342,0,1.153947695,0,1.051965114,0.483081999,0,1,1.153947695,1.808870392,0,0,0,0,0,0,,20.33173816
-1,0.992025839,0,0,0.927936521,0.526391692,1.017712647,1.102742156,0,1,0.927936521,0,6.864003443,0,0,1.644747255,0,0,,11.6029291
-1,1.280249563,0,0,1.004388135,0.679329818,0.9739816,1.185944548,3.382524148,1,1.004388135,0,0,0,0,4.245226024,7.781637233,0,,14.9740504
-1,3.508832134,0,0,1.270508068,0,1.031371088,0.975109962,0,1,1.270508068,0,0,0,0,0,0,0,,123.1199699
-1,1.633421856,0.824505451,0,1.08431292,0,1.007312736,1.361791498,0,1,1.08431292,0,0,0,0,0,0,4.758024102,,19.10482292
-1,0.820246473,0,0,1.113757073,0,1.077857638,0.227947783,0,1,1.113757073,0,0,0,0,0,0,0,,28.78129167
-1,1.05264964,1.195532904,1.663621193,1.119635235,5.44596071,0.978285811,0.877598966,0,1,1.119635235,0,0,3.360893384,3.123932628,0,0,2.299711649,,9.233997746
-1,0.67670334,0.34158083,2.851922045,0.980106224,0.718148665,1.025737548,0.626856404,0,1,0.980106224,1.408334805,0,0,0,1.121952592,0,0,,7.91485521
-1,3.043806189,2.304641742,0,0.688829676,0,0.999940219,1.691757042,0,1,0.688829676,2.37550449,0,0,0,0,0,0,,26.70071637
-1,0.763250495,1.155802203,0,1.053638866,0,1.009559615,0.795406917,2.646748503,1,1.053638866,0,0,2.436901547,2.265087102,0.949083764,0,0,,6.695345797
-1,0,0.683161659,0,1.020943983,0.718148665,0.912633408,1.755197931,8.045575296,1,1.020943983,0,9.36446184,0,0,2.243905184,4.113151109,0,,15.82971042
0,1.973718076,0.99627742,4.159052983,0.83377092,4.189200546,0.841780814,1.828331178,2.607362364,1,0.83377092,2.05382159,0,0,0,6.544723453,5.998345367,0,,0
,2.526359137,2.550470194,1.774529273,1.067226777,1.340544175,0.9707022,1.638184736,0,1,1.067226777,0.876297212,0,0,0,0,0,7.359077278,,
0,2.339221423,0,0,1.058756724,5.585600728,0.930256275,0.650073308,0,1,1.058756724,0,0,0,0,0,0,0,,0
